Byte-by-byte Description of file: table2.dat
--------------------------------------------------------------------------------
   Bytes Format Units   Label     Explanations
--------------------------------------------------------------------------------
   1-  7  F7.2  0.1nm   Wave      Wavelength in Angstroms
   9- 12  F4.1  ---     Species   Species identifier (1)
  14- 17  F4.2  eV      ExPot     Excitation potential
  19- 23  F5.2  [-]     log(gf)   Log of the oscillator strength
  25- 29  F5.1  0.1pm   Vesta1    ? ESPaDOnS equivalent width of Vesta (2)
  31- 35  F5.1  0.1pm   Ceres     ? ESPaDOnS equivalent width of Ceres (2)
  37- 41  F5.1  0.1pm   Vesta2    ? MIKE June 24, 2011 equivalent width
                                   of Vesta (2)
  43- 47  F5.1  0.1pm   Vesta3    ? MIKE Sept 09, 2011 equivalent width
                                   of Vesta (2)
  49- 53  F5.1  0.1pm   Iris      ? MIKE equivalent width of Iris (2)
--------------------------------------------------------------------------------
Note (1): Where the number before the decimal is the element number and the
          number after the decimal is the ionization state, e.g. 6.0=C I.
Note (2): In units of milli-Angstroms. Observation details available in Table 1.
--------------------------------------------------------------------------------
5052.17  6.0 7.68 -1.24  33.6  34.2
6081.44 23.0 1.05 -0.58  12.0  11.9  12.6  12.8  13.2
6090.21 23.0 1.08 -0.06  33.5  33.8  33.3  33.3  33.8
6119.53 23.0 1.06 -0.32  22.1  22.1  21.0  21.4  22.1
6199.20 23.0 0.29 -1.28  11.8  12.4  13.2  13.4  13.5
6251.82 23.0 0.29 -1.34  14.1  14.5  15.3  15.4  14.7
4801.05 24.0 3.12 -0.13  47.6  47.6  49.1  49.5  50.1
4936.33 24.0 3.11 -0.25  45.0  44.3  44.1  44.6  44.9
5214.14 24.0 3.37 -0.74  16.2  16.7  17.4  16.7  17.5
5238.96 24.0 2.71 -1.27  16.4  17.0  16.9  17.0  17.2
5247.57 24.0 0.96 -1.59  80.9  79.1  83.9  83.0  83.8
5272.01 24.0 3.45 -0.42  24.1  23.5  23.6  24.3  23.4
5287.19 24.0 3.44 -0.87  11.5  11.7  10.9  11.1  10.4
5296.69 24.0 0.98 -1.36  88.7  89.9  94.8  95.3  95.4
5300.74 24.0 0.98 -2.13  57.3  56.9  58.2  57.7  58.5
5345.80 24.0 1.00 -0.95             114.0 113.6 114.2
5348.31 24.0 1.00 -1.21             101.0  99.7 100.6
5783.08 24.0 3.32 -0.43  32.1  31.5  31.8  31.3  31.6
5783.87 24.0 3.32 -0.29  42.3  43.3  44.1  43.5  44.7
6661.08 24.0 4.19 -0.19  12.4  12.0  11.7  12.1  12.4
4588.20 24.1 4.07 -0.59  71.7  72.0
4592.05 24.1 4.07 -1.25  48.1  47.5
5237.33 24.1 4.07 -1.09  52.9  52.1  54.3  53.4  54.3
5246.77 24.1 3.71 -2.44  12.6  13.0  15.4  15.9  15.5
5305.87 24.1 3.83 -1.97  25.2  25.0  25.5  24.7  25.4
5308.41 24.1 4.07 -1.85  27.0  27.0  26.4  26.4  26.8
5502.07 24.1 4.17 -2.05  14.9  14.0  14.6  14.9  15.5
4082.94 25.0 2.18 -0.35              92.5  91.5  92.0
4709.71 25.0 2.89 -0.34  68.7  68.5  65.8  64.9  66.0
4739.10 25.0 2.94 -0.49  60.7  61.6  61.9  61.1  62.1
5004.89 25.0 2.92 -1.63  13.8  13.9  11.0  11.8  12.1
5399.47 25.0 3.85 -0.10  37.2  38.8  35.2  36.0  35.6
6013.49 25.0 3.07 -0.25  85.0  84.6  87.6  87.0  87.8
6016.64 25.0 3.07 -0.08  94.0  92.0  94.8  95.4  94.6
6021.79 25.0 3.08  0.03  90.9  90.7  96.1  95.8  96.7
4365.90 26.0 2.99 -2.25  51.0  51.8
4389.25 26.0 0.05 -4.58  72.2  72.2  66.0  65.6  66.7
4445.47 26.0 0.09 -5.44  40.6  41.0  40.7  41.4  41.1
4602.00 26.0 1.61 -3.15  69.2  69.4  71.5  70.5  72.0
4690.14 26.0 3.69 -1.61              58.8  58.7  58.6
4788.76 26.0 3.24 -1.73  64.3  65.4  66.6  65.9  65.7
4799.41 26.0 3.64 -2.13              33.5  32.8  34.1
4808.15 26.0 3.25 -2.69              26.8  26.8  26.8
4950.10 26.0 3.42 -1.56  72.3  72.0  73.7  73.5  73.6
4994.13 26.0 0.92 -3.08 103.1 102.8 101.3 101.7 101.6
5044.21 26.0 2.85 -2.06  73.7  73.2
5054.64 26.0 3.64 -1.92  38.5  37.3
5127.36 26.0 0.92 -3.31  95.2  96.1
5127.68 26.0 0.05 -6.12  18.7  18.9
5141.74 26.0 2.42 -2.23              89.0  88.4  89.7
5198.71 26.0 2.22 -2.14  97.5  96.5  98.7  97.7  98.4
5225.52 26.0 0.11 -4.79  72.8  72.0  74.2  73.8  73.9
5242.49 26.0 3.63 -0.99  84.0  85.2  84.9  84.3  85.8
5247.05 26.0 0.09 -4.96  63.5  63.3  68.3  68.6  68.3
5250.21 26.0 0.12 -4.94  64.6  64.3  66.8  65.8  66.2
5295.31 26.0 4.42 -1.59  28.0  28.8  29.1  28.2  29.1
5322.04 26.0 2.28 -2.89  56.8  56.3  62.0  61.6  62.2
5373.71 26.0 4.47 -0.74  60.1  59.9  61.2  61.3  62.1
5379.57 26.0 3.69 -1.51  58.1  58.6  61.0  60.6  61.5
5386.33 26.0 4.15 -1.67  33.4  33.7  32.7  32.7  32.8
5441.34 26.0 4.31 -1.63              33.0  32.2  32.9
5466.40 26.0 4.37 -0.56  76.4  75.8  80.6  79.7  79.6
5466.99 26.0 3.57 -2.23  32.8  32.7  34.6  33.9  35.4
5491.83 26.0 4.19 -2.19              12.7  12.6  12.3
5522.45 26.0 4.21 -1.31  45.9  45.6
5546.51 26.0 4.37 -1.18  50.6  51.4
5554.89 26.0 4.55 -0.36              96.6  96.4  95.9
5560.21 26.0 4.43 -1.09  50.7  51.8  51.6  50.6  52.4
5577.02 26.0 5.03 -1.46  10.1  10.5
5618.63 26.0 4.21 -1.27  48.2  49.8  51.6  50.7  51.0
5636.70 26.0 3.64 -2.56  19.1  18.6
5638.26 26.0 4.22 -0.77  76.4  75.0  77.9  77.2  78.3
5649.99 26.0 5.10 -0.80  30.4  30.3
5651.47 26.0 4.47 -1.75  17.5  17.6  19.1  19.5  19.5
5661.35 26.0 4.28 -1.76  20.9  21.8
5679.02 26.0 4.65 -0.75  57.3  58.3  59.3  59.5  59.0
5696.09 26.0 4.55 -1.78  12.2  11.6
5701.54 26.0 2.56 -2.16  76.9  78.0  86.6  86.7  86.2
5705.46 26.0 4.30 -1.36  37.0  38.2  38.4  39.1  38.2
5731.76 26.0 4.26 -1.20              57.8  57.6  57.5
5775.08 26.0 4.22 -1.30              59.2  58.7  59.6
5778.45 26.0 2.59 -3.44  21.8  22.4  22.7  21.9  22.8
5784.66 26.0 3.40 -2.53  26.7  26.1  26.1  25.8  26.7
5793.91 26.0 4.22 -1.62  33.5  33.3  34.5  34.1  35.1
5806.73 26.0 4.61 -0.95              55.5  54.8  55.4
5809.22 26.0 3.88 -1.61  50.2  49.2
5852.22 26.0 4.55 -1.23  40.2  41.7  41.6  41.4  41.3
5855.08 26.0 4.61 -1.48  20.7  20.2  23.6  23.2  22.8
5905.67 26.0 4.65 -0.69  57.0  55.6
5916.25 26.0 2.45 -2.94  52.9  52.3
5927.79 26.0 4.65 -1.04  42.5  42.0
5930.18 26.0 4.65 -0.17              88.2  89.4  87.8
5934.65 26.0 3.93 -1.07  73.7  74.8  76.3  76.5  76.0
5956.69 26.0 0.86 -4.61  49.5  48.6
5987.06 26.0 4.80 -0.21  67.4  66.1  70.5  69.5  72.1
6003.01 26.0 3.88 -1.06  80.6  82.7  85.7  84.8  85.9
6005.54 26.0 2.59 -3.43  21.1  20.7  23.8  22.7  23.7
6024.06 26.0 4.55 -0.02 105.1 106.0
6027.05 26.0 4.08 -1.09  62.6  63.0  65.2  65.1  65.2
6056.00 26.0 4.73 -0.40  68.0  68.2  73.3  73.6  72.9
6065.48 26.0 2.61 -1.53 111.8 113.6 119.0 118.8 118.6
6079.01 26.0 4.65 -1.02  43.0  43.2  46.8  46.2  46.7
6082.71 26.0 2.22 -3.57  33.3  34.4  34.7  35.2  35.2
6093.64 26.0 4.61 -1.30  29.9  30.5  31.6  31.7  31.6
6096.67 26.0 3.98 -1.81  35.3  36.3  38.3  37.7  37.9
6151.62 26.0 2.18 -3.28  47.8  49.3  51.6  50.7  51.1
6157.73 26.0 4.08 -1.22  59.1  59.1
6165.36 26.0 4.14 -1.46  41.6  41.5  44.7  44.7  45.3
6173.33 26.0 2.22 -2.88  65.3  66.3  69.6  69.6  69.7
6187.99 26.0 3.94 -1.62  46.4  46.6  49.2  49.0  48.8
6200.31 26.0 2.61 -2.42  69.7  70.7  74.6  75.1  75.6
6213.43 26.0 2.22 -2.52  80.8  80.4  83.9  83.4  84.2
6219.28 26.0 2.20 -2.43  85.3  84.2  91.1  90.5  90.3
6226.74 26.0 3.88 -2.10  27.7  27.8  29.6  29.5  30.1
6232.64 26.0 3.65 -1.22              86.1  85.8  85.0
6240.65 26.0 2.22 -3.29  46.1  45.9  49.3  49.3  49.6
6252.56 26.0 2.40 -1.69 116.7 118.7
6265.13 26.0 2.18 -2.55  84.3  82.6  87.0  86.5  87.4
6270.23 26.0 2.86 -2.54  51.7  50.3
6271.28 26.0 3.33 -2.70  19.5  20.1  24.1  22.9  24.1
6322.69 26.0 2.59 -2.43              76.8  76.3  76.9
6380.74 26.0 4.19 -1.32  50.8  50.1  53.3  53.8  53.3
6392.54 26.0 2.28 -4.03  16.1  16.5  16.4  16.3  17.4
6430.85 26.0 2.18 -2.01 105.7 107.2 112.8 113.1 112.4
6498.94 26.0 0.96 -4.70  45.4  44.8  46.3  46.5  47.1
6593.87 26.0 2.43 -2.39  82.0  81.9  83.9  84.8  83.8
6597.56 26.0 4.80 -0.97  44.8  43.1  45.1  44.3  45.2
6625.02 26.0 1.01 -5.34  14.9  15.1  15.4  14.7  15.3
6677.99 26.0 2.69 -1.42 121.4 122.9
6703.57 26.0 2.76 -3.02  35.8  35.6  37.6  38.5  36.8
6705.10 26.0 4.61 -0.98  45.3  46.0  47.8  46.5  46.0
6710.32 26.0 1.49 -4.88  15.9  15.6  16.8  17.1  17.3
6713.75 26.0 4.80 -1.40  20.4  20.6  21.4  21.8  21.2
6725.36 26.0 4.10 -2.19  16.7  17.0  17.9  17.2  17.7
6726.67 26.0 4.61 -1.03  45.9  45.1  47.3  47.6  46.8
6733.15 26.0 4.64 -1.47  25.8  26.7  26.1  26.1  26.6
6739.52 26.0 1.56 -4.79  10.8  10.7  12.2  11.7  12.4
6750.15 26.0 2.42 -2.62  72.3  73.1  74.5  74.3  74.4
6752.71 26.0 4.64 -1.20  35.3  35.8
6793.26 26.0 4.08 -2.33  11.4  11.3  13.3  12.8  12.8
6806.85 26.0 2.73 -3.11  31.9  32.9  34.5  34.3  33.6
6810.26 26.0 4.61 -0.99  48.9  48.5  51.4  51.7  50.6
6837.01 26.0 4.59 -1.69  16.2  16.6  16.4  16.3  15.9
6839.83 26.0 2.56 -3.35  27.4  28.3  29.3  29.8  29.5
6843.66 26.0 4.55 -0.83  58.8  58.7  61.4  60.3  60.1
6858.15 26.0 4.61 -0.94  47.7  46.9  52.4  52.5  52.4
7583.79 26.0 3.02 -1.88              84.1  84.5  84.2
7723.21 26.0 2.28 -3.62              43.2  42.3  42.6
4491.40 26.1 2.86 -2.66              76.1  75.3  76.3
4508.29 26.1 2.86 -2.52  82.8  82.4  84.7  84.0  85.4
4520.22 26.1 2.81 -2.65  78.6  80.4
4576.33 26.1 2.84 -2.95  60.2  61.4  64.1  64.4  64.3
4620.51 26.1 2.83 -3.21  53.2  54.2  53.7  53.8  53.3
4993.34 26.1 2.81 -3.73  36.0  35.9  36.5  36.6  36.5
5197.58 26.1 3.23 -2.22  78.3  78.3  81.5  82.1  80.9
5234.62 26.1 3.22 -2.18  83.0  81.6  82.2  82.7  83.6
5264.80 26.1 3.23 -3.13  46.7  45.7  45.7  45.2  45.0
5325.55 26.1 3.22 -3.25  37.9  38.5  39.4  38.8  39.7
5414.07 26.1 3.22 -3.58  24.9  26.1  26.2  26.8  25.8
5425.26 26.1 3.20 -3.22  39.3  38.0  40.8  40.9  40.3
6084.09 26.1 3.20 -3.83  19.6  19.0  19.8  19.3  19.4
6149.24 26.1 3.89 -2.75  33.8  33.8  35.6  36.2  35.5
6247.55 26.1 3.89 -2.38  50.6  50.3  53.9  53.6  53.4
6369.46 26.1 2.89 -4.11  17.1  16.9  17.4  17.6  17.6
6416.92 26.1 3.89 -2.75  38.4  39.2  39.6  38.6  39.8
6432.68 26.1 2.89 -3.57  40.3  40.5  42.3  42.7  41.3
6456.38 26.1 3.90 -2.05  60.3  60.8  61.8  61.2  61.9
7515.83 26.1 3.90 -3.39              12.3  11.4  12.4
5212.69 27.0 3.51 -0.11  20.6  20.7  18.3  18.9  19.1
5247.91 27.0 1.78 -2.08  14.8  14.8  14.9  14.5  14.9
5301.04 27.0 1.71 -1.99  19.6  19.9  15.5  15.7  16.0
5342.69 27.0 4.02  0.54  30.6  29.8  31.4  32.3  32.6
5483.35 27.0 1.71 -1.49  51.0  51.2  52.2  50.5  51.4
5530.77 27.0 1.71 -2.23  17.0  16.8  16.9  17.5  17.3
5647.23 27.0 2.28 -1.56  13.5  13.5  14.4  13.8  14.8
6189.00 27.0 1.71 -2.46   7.9   8.1  10.1   9.1  10.7
6455.00 27.0 3.63 -0.25  14.4  14.2  13.4  13.1  13.5
4953.21 28.0 3.74 -0.66  57.5  56.2  54.7  54.0  54.6
5010.94 28.0 3.64 -0.87  48.9  49.2  46.9  47.4  45.8
5176.56 28.0 3.90 -0.44  56.4  56.3  56.7  56.3  56.0
5589.36 28.0 3.90 -1.14  28.5  28.6  28.6  28.2  28.5
5643.08 28.0 4.16 -1.25  13.9  14.2  14.5  14.5  15.3
5805.22 28.0 4.17 -0.64  40.4  40.9  41.6  42.0  41.7
6086.28 28.0 4.27 -0.51  42.6  43.7  44.0  44.1  44.5
6108.12 28.0 1.68 -2.44  64.4  65.1  66.0  65.4  66.0
6130.13 28.0 4.27 -0.96  21.7  20.9  21.6  21.4  21.3
6176.81 28.0 4.09 -0.26  61.7  62.4  64.2  63.4  64.4
6177.24 28.0 1.83 -3.51  12.7  13.5  12.8  12.4  12.9
6186.71 28.0 4.11 -0.96  28.5  29.1  31.0  31.0  31.0
6204.60 28.0 4.09 -1.14  20.7  20.6  21.9  21.7  22.3
6223.98 28.0 4.11 -0.98  26.7  28.0  27.8  27.0  28.3
6378.25 28.0 4.15 -0.90  31.7  31.9  31.8  31.0  32.8
6643.63 28.0 1.68 -2.00  91.3  92.1  93.3  94.3  93.5
6767.77 28.0 1.83 -2.17  78.1  77.5  78.4  79.2  78.5
6772.31 28.0 3.66 -0.99  47.3  46.5  49.9  48.9  49.0
7727.62 28.0 3.68 -0.40  85.5  85.1  91.8  91.6  91.1
7797.59 28.0 3.89 -0.34  75.3  75.8  79.5  78.6  78.7
5105.54 29.0 1.39 -1.52  92.2  92.4  97.2  97.0  96.5
5218.20 29.0 3.82  0.48  53.2  54.1  55.5  55.8  56.7
5220.07 29.0 3.82 -0.45  17.0  16.2  16.5  16.8  17.6
7933.13 29.0 3.79 -0.37  35.5  33.8  37.1  33.8  36.0
4722.16 30.0 4.03 -0.38  72.0  72.6  71.8  71.3  71.1
4810.53 30.0 4.08 -0.16  76.3  76.6  73.5  73.6  72.2
6362.35 30.0 5.79  0.14  19.5  18.6  19.2  19.5  19.7
